onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
646.3520000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
647.1520000000	n/a	n/a	Trn No Response	n/a	n/a	S105
649.2540000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
649.7900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
649.8540000000	n/a	n/a	FB: +1	n/a	n/a	S  8
651.9380000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
652.5380000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
652.6060000000	n/a	n/a	FB: +1	n/a	n/a	S  8
654.6900000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
655.2620000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
655.3240000000	n/a	n/a	FB: 0	n/a	n/a	S  9
657.4100000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
658.0740000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
658.1440000000	n/a	n/a	FB: +1	n/a	n/a	S  8
660.2280000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
661.0280000000	n/a	n/a	Trn No Response	n/a	n/a	S105
663.1300000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
663.7820000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
663.8480000000	n/a	n/a	FB: 0	n/a	n/a	S  9
665.9320000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
666.7260000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
666.7840000000	n/a	n/a	FB: +1	n/a	n/a	S  8
668.8680000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
669.4260000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
669.4860000000	n/a	n/a	FB: +1	n/a	n/a	S  8
671.5700000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
672.3180000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
674.4220000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
675.1540000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
675.2240000000	n/a	n/a	FB: 0	n/a	n/a	S  9
677.3080000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
678.0820000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
678.1420000000	n/a	n/a	FB: 0	n/a	n/a	S  9
680.2280000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
681.0280000000	n/a	n/a	Trn No Response	n/a	n/a	S105
683.1300000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
683.6420000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
683.7140000000	n/a	n/a	FB: +1	n/a	n/a	S  8
685.7980000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
686.4260000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
686.4980000000	n/a	n/a	FB: 0	n/a	n/a	S  9
688.5840000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
689.3840000000	n/a	n/a	Trn No Response	n/a	n/a	S105
691.4860000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
691.9580000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
692.0200000000	n/a	n/a	FB: +1	n/a	n/a	S  8
694.1040000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
694.5500000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
696.6560000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
697.3420000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
697.4080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
699.4920000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
700.1420000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
700.2100000000	n/a	n/a	FB: 0	n/a	n/a	S  9
702.2940000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
702.8180000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
702.8780000000	n/a	n/a	FB: 0	n/a	n/a	S  9
704.9620000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
705.5580000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
705.6300000000	n/a	n/a	FB: +1	n/a	n/a	S  8
707.7140000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
708.3820000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
708.4480000000	n/a	n/a	FB: 0	n/a	n/a	S  9
710.5340000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
711.2780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
711.3520000000	n/a	n/a	FB: 0	n/a	n/a	S  9
713.4360000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
714.1100000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
714.1700000000	n/a	n/a	FB: 0	n/a	n/a	S  9
716.2540000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
716.8400000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
716.9060000000	n/a	n/a	FB: +1	n/a	n/a	S  8
718.9900000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
719.7680000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
719.8400000000	n/a	n/a	FB: +1	n/a	n/a	S  8
721.9260000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
722.4920000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
722.5600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
724.6440000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
